Average size,Src Port,Dst Port,Protocol,Time,Category
64,60386,5355,0,0.5,Network
84,60386,5355,0,0.0,Network
64,64460,5355,0,0.5,Network
84,64460,5355,0,0.0,Network
84,54618,5355,0,26.5,Network
64,54618,5355,0,0.0,Network
99,54030,53,0,8.0,Network
99,55645,53,0,0.0,Network
84,53935,5355,0,23.5,Network
64,53935,5355,0,0.0,Network
84,53077,5355,0,0.5,Network
64,53077,5355,0,0.0,Network
92,137,137,0,8.67,System
64,58548,5355,0,1.5,Network
64,59607,5355,0,0.0,Network
64,56440,5355,0,2.0,Network
64,53235,5355,0,0.0,Network
64,64887,5355,0,0.5,Network
84,64887,5355,0,0.0,Network
84,49152,5355,0,45.5,Network
64,49152,5355,0,0.5,Network
99,61281,53,0,19.0,Network
99,55769,53,0,0.5,Network
64,58903,5355,0,60.5,Network
64,60109,5355,0,0.0,Network
84,57916,5355,0,14.5,Network
64,57916,5355,0,0.5,Network
84,57355,5355,0,0.5,Network
64,57355,5355,0,0.0,Network
64,60542,5355,0,29.0,Network
64,56310,5355,0,0.0,Network
84,64772,5355,0,65.5,Network
64,64772,5355,0,0.0,Network
84,62756,5355,0,0.0,Network
64,62756,5355,0,0.0,Network
98,50698,53,0,7.0,Network
98,50699,53,0,23.0,Network
84,49553,5355,0,0.0,Network
64,60938,5355,0,0.0,Network
84,60938,5355,0,0.0,Network
64,49553,5355,0,0.5,Network
84,61043,5355,0,0.0,Network
64,61043,5355,0,0.0,Network
84,59785,5355,0,6.0,Network
84,55543,5355,0,0.0,Network
64,55543,5355,0,0.5,Network
64,59785,5355,0,0.0,Network
84,55225,5355,0,0.0,Network
64,55225,5355,0,0.0,Network
64,58564,5355,0,0.0,Network
64,53793,5355,0,36.5,Network
64,65395,5355,0,14.0,Network
64,60312,5355,0,0.5,Network
84,64241,5355,0,0.5,Network
64,64241,5355,0,0.0,Network
84,50364,5355,0,33.0,Network
64,50364,5355,0,0.0,Network
84,50586,5355,0,79.0,Network
64,50586,5355,0,0.0,Network
84,63190,5355,0,1.0,Network
64,63190,5355,0,0.0,Network
84,55619,5355,0,0.5,Network
64,55619,5355,0,0.0,Network
64,53812,5355,0,0.0,Network
84,53812,5355,0,8.5,Network
84,51222,5355,0,36.5,Network
64,51222,5355,0,0.0,Network
84,51846,5355,0,0.5,Network
64,51846,5355,0,0.0,Network
84,60919,5355,0,42.5,Network
64,60919,5355,0,0.0,Network
84,57012,5355,0,0.5,Network
64,57012,5355,0,0.5,Network
84,56709,5355,0,72.5,Network
64,56709,5355,0,0.0,Network
84,56063,5355,0,0.0,Network
64,56063,5355,0,0.0,Network
64,51698,5355,0,0.0,Network
84,51698,5355,0,6.0,Network
64,56937,5355,0,0.5,Network
84,56937,5355,0,0.0,Network
64,63517,5355,0,14.5,Network
64,63593,5355,0,0.0,Network
64,61669,5355,0,0.0,Network
84,61669,5355,0,0.0,Network
84,60401,5355,0,68.0,Network
64,60401,5355,0,0.0,Network
64,63842,5355,0,0.5,Network
84,63842,5355,0,0.0,Network
84,63793,5355,0,27.5,Network
64,63793,5355,0,0.5,Network
84,53041,5355,0,61.5,Network
64,53041,5355,0,0.0,Network
92,137,137,0,15.67,System
64,50750,5355,0,0.5,Network
64,64884,5355,0,1.0,Network
64,63930,5355,0,0.5,Network
84,63930,5355,0,9.0,Network
64,52632,5355,0,0.0,Network
84,52632,5355,0,0.0,Network
84,63175,5355,0,20.0,Network
64,63175,5355,0,0.0,Network
84,55730,5355,0,0.5,Network
64,55730,5355,0,0.5,Network
64,58605,5355,0,0.5,Network
84,58605,5355,0,30.0,Network
64,64595,5355,0,0.5,Network
84,64595,5355,0,0.0,Network
64,57191,5355,0,12.5,Network
64,63951,5355,0,0.0,Network
64,61006,5355,0,0.5,Network
84,61006,5355,0,85.5,Network
84,64369,5355,0,0.0,Network
64,64369,5355,0,0.0,Network
84,49263,5355,0,0.0,Network
64,49263,5355,0,0.0,Network
84,55074,5355,0,117.0,Network
64,55074,5355,0,0.5,Network
64,49584,5355,0,42.5,Network
64,56397,5355,0,0.0,Network
84,53192,5355,0,22.0,Network
84,63347,5355,0,0.0,Network
64,53192,5355,0,0.0,Network
64,63347,5355,0,0.0,Network
84,53951,5355,0,0.0,Network
64,53951,5355,0,0.5,Network
84,59527,5355,0,0.0,Network
64,59527,5355,0,0.0,Network
84,62948,5355,0,0.0,Network
64,62948,5355,0,0.0,Network
84,50685,5355,0,46.5,Network
64,50685,5355,0,0.5,Network
84,56506,5355,0,50.0,Network
64,56506,5355,0,0.0,Network
84,59573,5355,0,0.5,Network
64,59573,5355,0,0.5,Network
64,49447,5355,0,22.0,Network
64,61762,5355,0,0.5,Network
84,51698,5355,0,0.5,Network
64,51698,5355,0,0.0,Network
84,56862,5355,0,22.5,Network
64,56862,5355,0,0.0,Network
84,50801,5355,0,4.0,Network
64,50801,5355,0,0.0,Network
84,53608,5355,0,0.5,Network
64,53608,5355,0,0.5,Network
84,54264,5355,0,52.5,Network
64,54264,5355,0,0.5,Network
84,53768,5355,0,0.0,Network
64,53768,5355,0,0.0,Network
84,63749,5355,0,0.5,Network
64,63749,5355,0,0.0,Network
84,58538,5355,0,7.5,Network
64,58538,5355,0,0.0,Network
81,53,34825,0,25.0,Network
84,54108,5355,0,0.0,Network
64,54108,5355,0,0.0,Network
64,62550,5355,0,0.5,Network
84,62550,5355,0,0.0,Network
64,51773,5355,0,2.0,Network
64,50514,5355,0,0.0,Network
64,51604,5355,0,0.5,Network
84,51604,5355,0,0.0,Network
84,63752,5355,0,5.0,Network
64,63752,5355,0,0.0,Network
64,63886,5355,0,0.0,Network
84,63886,5355,0,71.5,Network
84,58980,5355,0,0.0,Network
64,58980,5355,0,0.0,Network
64,63477,5355,0,15.0,Network
64,63229,5355,0,0.0,Network
64,52300,5355,0,128.5,Network
64,56986,5355,0,0.0,Network
64,56078,5355,0,139.0,Network
64,60279,5355,0,0.0,Network
84,64956,5355,0,1.0,Network
64,64956,5355,0,0.0,Network
84,51848,5355,0,0.0,Network
64,51848,5355,0,0.0,Network
64,56010,5355,0,6.5,Network
64,53579,5355,0,0.0,Network
84,52488,5355,0,50.5,Network
64,52488,5355,0,0.0,Network
64,56575,5355,0,0.5,Network
84,56575,5355,0,0.0,Network
64,62163,5355,0,32.5,Network
64,51680,5355,0,0.0,Network
84,53636,5355,0,8.5,Network
64,53636,5355,0,0.5,Network
64,60652,5355,0,0.0,Network
84,60652,5355,0,0.0,Network
64,64363,5355,0,0.5,Network
84,64363,5355,0,0.5,Network
64,63685,5355,0,0.0,Network
84,63685,5355,0,0.0,Network
84,56323,5355,0,18.5,Network
64,56323,5355,0,0.0,Network
84,51322,5355,0,0.0,Network
64,51322,5355,0,0.0,Network
84,56071,5355,0,37.5,Network
64,56071,5355,0,0.0,Network
84,61481,5355,0,0.0,Network
64,61481,5355,0,0.5,Network
64,50599,5355,0,30.0,Network
64,52268,5355,0,0.0,Network
64,50465,5355,0,36.5,Network
64,63693,5355,0,0.0,Network
84,57880,5355,0,84.0,Network
64,57880,5355,0,0.5,Network
84,57781,5355,0,0.0,Network
64,57781,5355,0,0.0,Network
64,62203,5355,0,0.0,Network
84,62203,5355,0,7.0,Network
84,51082,5355,0,0.5,Network
64,51082,5355,0,0.0,Network
84,49615,5355,0,46.0,Network
64,49615,5355,0,0.0,Network
84,56045,5355,0,0.5,Network
64,56045,5355,0,0.0,Network
64,60903,5355,0,0.0,Network
84,60903,5355,0,0.0,Network
64,60817,5355,0,0.5,Network
84,60817,5355,0,14.5,Network
64,51778,5355,0,14.0,Network
64,56900,5355,0,0.0,Network
84,62505,5355,0,0.0,Network
64,62505,5355,0,0.0,Network
84,63040,5355,0,2.5,Network
64,63040,5355,0,0.0,Network
64,51013,5355,0,5.0,Network
64,49554,5355,0,0.5,Network
84,49554,5355,0,0.5,Network
84,49203,5355,0,4.5,Network
64,49203,5355,0,0.0,Network
87,5353,5353,0,63.0,Network
84,55369,5355,0,0.0,Network
64,55369,5355,0,0.5,Network
64,64220,5355,0,0.0,Network
84,64220,5355,0,1.5,Network
84,55700,5355,0,0.5,Network
64,55700,5355,0,0.5,Network
64,52740,5355,0,0.0,Network
84,52740,5355,0,29.5,Network
84,57674,5355,0,22.5,Network
64,57674,5355,0,0.0,Network
64,65439,5355,0,0.0,Network
84,65439,5355,0,0.5,Network
64,50012,5355,0,17.5,Network
64,51327,5355,0,0.0,Network
64,64258,5355,0,15.0,Network
64,58126,5355,0,0.5,Network
84,59274,5355,0,0.5,Network
64,59274,5355,0,0.0,Network
84,60457,5355,0,1.0,Network
64,60457,5355,0,0.0,Network
64,63593,5355,0,0.0,Network
84,63593,5355,0,0.0,Network
84,51691,5355,0,33.5,Network
64,51691,5355,0,0.5,Network
84,65368,5355,0,0.0,Network
64,65368,5355,0,0.0,Network
84,51148,5355,0,16.5,Network
64,51148,5355,0,0.0,Network
84,54140,5355,0,0.0,Network
64,54140,5355,0,0.0,Network
84,61988,5355,0,0.5,Network
64,61988,5355,0,0.5,Network
705,5353,5353,0,65.0,Network
64,50714,5355,0,0.5,Network
84,50714,5355,0,0.0,Network
84,49805,5355,0,12.0,Network
64,49805,5355,0,0.0,Network
64,57997,5355,0,51.0,Network
64,61426,5355,0,0.0,Network
84,53609,5355,0,1.0,Network
64,53609,5355,0,0.0,Network
64,51456,5355,0,0.0,Network
84,51456,5355,0,0.0,Network
174,28194,53,0,3495.0,Network
174,28194,53,0,26.5,Network
180,45452,53,0,14.0,Network
179,42846,465,1,63.96,Email
167,28083,53,0,29.5,Network
94,53913,80,1,1625.91,Network
173,40358,53,0,0.0,Network
167,51607,53,0,9.0,Network
110,42848,465,1,234.76,Email
106,42849,465,1,258.84,Email
174,17415,53,0,2522.5,Network
174,17415,53,0,16.5,Network
180,16767,53,0,29.0,Network
113,42850,465,1,65.08,Email
113,42851,465,1,253.0,Email
109,42852,465,1,66.9,Email
112,42853,465,1,131.79,Email
113,42854,465,1,85.62,Email
323,43185,443,1,4170.62,Web
110,42855,465,1,274.8,Email
109,42856,465,1,346.74,Email
174,10729,53,0,1.0,Network
174,10729,53,0,16.0,Network
180,17287,53,0,0.5,Network
173,26746,53,0,4400.0,Network
173,26746,53,0,1.0,Network
179,27155,53,0,13.5,Network
499,40697,995,1,46.43,Email
126,15685,40019,0,8334.0,VoIP
281,15685,40033,0,11.33,VoIP
281,15685,40033,0,10.17,VoIP
69,15685,40034,0,23.5,VoIP
69,15685,40034,0,20.67,VoIP
281,15685,40019,0,8.5,VoIP
69,15685,40034,0,16.0,VoIP
281,15685,40033,0,12.0,VoIP
64,15685,443,0,21.5,Web
64,15685,443,0,11.5,VoIP
85,15685,40019,0,251.75,VoIP
178,15685,40033,0,10251.5,VoIP
178,15685,40005,0,8.25,VoIP
178,15685,40005,0,50.0,VoIP
71,15685,40009,0,31.75,VoIP
248,34348,53,0,7959.5,Network
264,34348,53,0,17.5,Network
123,27442,53,0,15.5,Network
510,34727,443,1,6.32,VoIP
173,13965,53,0,869.5,Network
173,13965,53,0,16.0,Network
179,11439,53,0,0.0,Network
183,41703,995,1,34.11,Email
69,15685,40028,0,18.0,VoIP
300,15685,40002,0,46.5,VoIP
122,15685,40001,0,11492.0,VoIP
173,62434,53,0,3133.5,Network
173,62434,53,0,21.5,Network
179,44604,53,0,24.0,Network
195,51319,995,1,48.76,Email
102,15685,40017,0,5.75,VoIP
64,15685,29289,0,4.0,VoIP
64,15685,443,0,3.0,Web
64,15685,443,0,11.5,Web
123,15685,40021,0,408.5,VoIP
69,15685,40029,0,4.0,VoIP
90,59653,123,0,2358.5,System
173,60431,53,0,12495.5,Network
173,60431,53,0,1.0,Network
179,5973,53,0,15.5,Network
100,51323,995,1,44.29,Email
72,15685,40029,0,797.5,VoIP
87,5353,5353,0,53942.0,Network
107,5353,5353,0,777.0,Network
69,15685,40028,0,767.5,VoIP
173,46778,53,0,2557.0,Network
173,46778,53,0,22.0,Network
179,10995,53,0,55.0,Network
194,51692,995,1,44.85,Email
300,15685,40002,0,4932.5,VoIP
72,15685,40029,0,1180.0,VoIP
173,52581,53,0,2060.5,Network
173,52581,53,0,22.5,Network
179,17672,53,0,29.5,Network
190,58959,995,1,43.77,Email
173,35353,53,0,5404.0,Network
173,35353,53,0,8.0,Network
179,35775,53,0,15.0,Network
102,36984,995,1,45.3,Email
90,36300,123,0,20610.5,System
64,15685,25967,0,15.0,VoIP
64,15685,58568,0,1.0,VoIP
64,15685,443,0,44.5,Web
64,15685,443,0,30.5,VoIP
64,15685,64982,0,1429.25,VoIP
174,2088,53,0,8246.5,Network
174,2088,53,0,28.0,Network
180,8601,53,0,0.0,Network
188,51247,465,1,67.48,Email
114,51248,465,1,525.72,Email
116,51249,465,1,149.03,Email
111,51250,465,1,424.61,Email
174,20653,53,0,3906.0,Network
174,20653,53,0,4.5,Network
180,32773,53,0,29.0,Network
114,51251,465,1,63.85,Email
114,51252,465,1,364.0,Email
248,55092,53,0,1164.5,Network
123,34907,53,0,14.5,Network
251,45233,443,1,21.12,VoIP
115,51254,465,1,476.68,Email
64,15685,29566,0,0.5,VoIP
64,15685,7891,0,29.0,VoIP
64,15685,23821,0,4.0,VoIP
64,15685,443,0,32.0,Web
64,15685,443,0,5.0,Web
74,51716,443,1,125.33,Web
111,51261,465,1,50.88,Email
114,51264,465,1,85.64,Email
174,18239,53,0,30.0,Network
174,18239,53,0,23.5,Network
180,26394,53,0,0.0,Network
114,51265,465,1,91.97,Email
114,51266,465,1,169.92,Email
113,51267,465,1,235.56,Email
174,42032,53,0,0.5,Network
174,42032,53,0,16.0,Network
180,47953,53,0,30.0,Network
173,60920,53,0,152.0,Network
179,16988,53,0,0.0,Network
176,40733,995,1,64.24,Email
114,51269,465,1,412.44,Email
116,51270,465,1,1300.29,Email
174,59134,53,0,29.0,Network
174,59134,53,0,6.0,Network
180,62944,53,0,14.0,Network
116,42896,465,1,471.05,Email
173,26659,53,0,13874.0,Network
173,26659,53,0,19.5,Network
179,13077,53,0,1.0,Network
434,40737,995,1,52.93,Email
174,53475,53,0,10443.5,Network
174,53475,53,0,16.0,Network
180,39767,53,0,0.5,Network
114,42898,465,1,71.13,Email
111,42899,465,1,602.2,Email
173,62695,53,0,21803.0,Network
173,62695,53,0,0.5,Network
179,50630,53,0,17.0,Network
452,51725,995,1,60.08,Email
174,42066,53,0,9276.5,Network
174,42066,53,0,32.0,Network
116,42901,465,1,69.84,Email
180,4743,53,0,2.5,Network
111,42902,465,1,559.05,Email
116,42903,465,1,560.43,Email
174,32513,53,0,8211.5,Network
174,32513,53,0,27.5,Network
180,13477,53,0,15.0,Network
108,42904,465,1,60.12,Email
109,42905,465,1,381.86,Email
110,42906,465,1,617.15,Email
174,5858,53,0,14297.5,Network
174,5858,53,0,13.0,Network
180,1473,53,0,1.0,Network
111,42907,465,1,57.49,Email
114,42908,465,1,538.44,Email
113,42909,465,1,704.64,Email
174,44611,53,0,1291.5,Network
174,44611,53,0,13.5,Network
180,52320,53,0,0.0,Network
110,42910,465,1,380.14,Email
115,42911,465,1,94.97,Email
173,59189,53,0,1521.0,Network
173,59189,53,0,21.0,Network
179,31586,53,0,0.0,Network
886,51737,995,1,41.18,Email
109,42913,465,1,36.0,Email
180,51739,995,1,132.43,Email
174,55916,53,0,17533.5,Network
174,55916,53,0,2.5,Network
108,42915,465,1,67.47,Email
180,2832,53,0,1.5,Network
113,42916,465,1,430.92,Email
111,42917,465,1,334.78,Email
174,31165,53,0,26294.0,Network
174,31165,53,0,21.0,Network
180,40730,53,0,1.0,Network
111,42918,465,1,63.85,Email
111,42919,465,1,348.1,Email
114,42920,465,1,510.49,Email
174,17876,53,0,9800.5,Network
174,17876,53,0,22.0,Network
180,30657,53,0,0.5,Network
115,42921,465,1,66.34,Email
111,42922,465,1,114.63,Email
174,6443,53,0,17811.0,Network
174,6443,53,0,11.5,Network
180,64842,53,0,0.0,Network
113,42923,465,1,64.95,Email
111,42924,465,1,410.46,Email
114,42925,465,1,758.13,Email
603,56404,443,1,11.01,Web
129,11165,53,0,0.5,Network
129,50750,53,0,0.5,Network
69,50735,443,1,13.73,Web
118,50736,443,1,56.25,SocialNetwork
129,51684,53,0,0.5,Network
129,25643,53,0,0.0,Network
96,40021,443,1,30.72,Web
69,37692,5228,1,64.79,Web
137,40620,53,0,287.5,Network
96,52088,3478,1,6.08,VoIP
96,43138,443,1,0.08,VoIP
96,55732,3478,1,0.08,VoIP
96,33239,443,1,1.62,VoIP
120,59849,53,0,0.0,Network
96,39288,3478,1,1.62,VoIP
96,50318,443,1,1.92,VoIP
96,58462,3478,1,0.38,VoIP
96,34255,443,1,1.08,VoIP
96,38083,3478,1,0.54,VoIP
96,47473,443,1,1.77,VoIP
96,48254,3478,1,1.08,VoIP
96,53295,443,1,0.54,VoIP
96,57962,3478,1,1.46,VoIP
96,43784,443,1,0.69,VoIP
96,52237,3478,1,1.08,VoIP
96,50328,443,1,0.62,VoIP
96,57434,3478,1,1.15,VoIP
96,40019,443,1,1.69,VoIP
96,50912,3478,1,0.46,VoIP
96,42029,443,1,1.31,VoIP
96,38715,3478,1,1.08,VoIP
96,50285,443,1,2.0,VoIP
96,46903,3478,1,1.31,VoIP
96,37167,443,1,1.38,VoIP
136,35612,50021,0,0.5,VoIP
136,47473,50021,0,8.5,VoIP
129,13043,53,0,27.0,Network
129,28758,53,0,2.0,Network
136,43871,50021,0,7.75,VoIP
136,36364,50021,0,6.75,VoIP
129,44920,53,0,4.5,Network
129,33821,53,0,2.0,Network
136,37736,50021,0,2.75,VoIP
129,11645,53,0,2.0,Network
129,63863,53,0,0.5,Network
129,8446,53,0,0.0,Network
136,50758,50021,0,0.25,VoIP
129,18591,53,0,1.0,Network
129,22141,53,0,1.5,Network
129,23076,53,0,2.0,Network
129,61741,53,0,2.0,Network
136,41104,50021,0,1.75,VoIP
129,22317,53,0,0.0,Network
136,57263,50021,0,3.0,VoIP
129,65530,53,0,0.5,Network
129,28635,53,0,2.0,Network
129,16861,53,0,3.0,Network
129,6023,53,0,1.0,Network
129,26528,53,0,0.5,Network
136,56425,50021,0,0.75,VoIP
129,41806,53,0,3.0,Network
136,52890,50021,0,1.0,VoIP
129,56547,53,0,0.0,Network
129,28642,53,0,4.0,Network
129,8456,53,0,0.5,Network
129,11922,53,0,1.0,Network
129,59434,53,0,0.0,Network
136,53897,50021,0,0.75,VoIP
129,60130,53,0,2.0,Network
136,40000,50021,0,1.0,VoIP
129,57679,53,0,0.0,Network
72,35612,3478,0,1.0,VoIP
72,47473,3478,0,1.0,Network
72,43871,3478,0,0.5,Network
72,36364,3478,0,0.5,Network
72,37736,3478,0,2.5,Network
72,50758,3478,0,2.5,Network
72,41104,3478,0,10.5,Network
72,57263,3478,0,10.5,Network
72,56425,3478,0,9.5,Network
72,52890,3478,0,10.5,Network
72,53897,3478,0,10.5,Network
72,40000,3478,0,11.0,Network
129,48902,53,0,1554.0,Network
135,4667,53,0,2241.0,Network
135,4667,53,0,0.0,Network
135,4667,53,0,0.5,Network
135,51685,53,0,0.0,Network
127,56772,443,1,52.9,SocialNetwork
255,37736,63222,0,4.99,Network
146,47473,63221,0,48.0,Network
129,62778,53,0,6.0,Network
146,35612,50559,0,34.0,VoIP
146,47473,50559,0,1.0,Network
131,35612,63221,0,7.78,VoIP
146,35612,53437,0,25.0,VoIP
146,35612,58198,0,3.0,VoIP
146,47473,53437,0,8.0,Network
146,47473,58198,0,16.0,Network
246,138,138,0,5.67,System
73,35362,443,1,3.67,Web
89,60602,443,1,2.5,Web
136,1900,1900,0,5.11,System
129,38444,53,0,0.0,Network
129,38444,53,0,0.5,Network
129,38444,53,0,0.5,Network
137,4940,53,0,1.5,Network
129,39705,53,0,0.5,Network
129,42530,53,0,8.5,Network
129,42530,53,0,4.5,Network
129,42530,53,0,0.5,Network
137,30227,53,0,2.0,Network
137,30227,53,0,0.5,Network
137,30227,53,0,0.0,Network
99,21522,53,0,0.0,Network
129,46123,53,0,0.5,Network
101,17925,53,0,0.0,Network
99,30477,53,0,0.5,Network
101,64537,53,0,0.0,Network
99,45149,53,0,2.5,Network
101,57269,53,0,0.5,Network
99,52169,53,0,0.0,Network
101,59324,53,0,0.0,Network
289,5353,5353,0,2.0,Network
129,43517,53,0,0.5,Network
129,43517,53,0,6.5,Network
129,43517,53,0,0.0,Network
129,39913,53,0,4.5,Network
129,39913,53,0,0.0,Network
129,39913,53,0,0.5,Network
129,53571,53,0,0.0,Network
137,40694,53,0,1.0,Network
129,41035,53,0,2.0,Network
129,41035,53,0,0.0,Network
129,41035,53,0,0.5,Network
92,137,137,0,2.0,System
104,137,137,0,0.0,System
137,35725,53,0,3.5,Network
92,137,49305,0,12.0,System
129,26590,53,0,1.0,Network
129,26590,53,0,4.0,Network
129,26590,53,0,0.0,Network
129,7310,53,0,0.0,Network
129,7310,53,0,0.0,Network
129,7310,53,0,0.0,Network
472,2309,443,1,149.32,Web
247,57324,53,0,3407.0,Network
465,2484,443,1,6.88,Web
60,2295,5228,1,261.94,Web
62,2481,443,1,2002.25,Web
137,63218,53,0,181.5,Network
220,2486,443,1,19.74,SocialNetwork
62,63221,443,0,4.57,VoIP
62,63221,3478,0,4.35,VoIP
93,63221,50001,0,2.19,VoIP
62,63222,443,0,3.17,VoIP
62,63222,3478,0,2.02,VoIP
84,63222,50001,0,1.19,VoIP
68,63221,3478,0,0.61,VoIP
68,63222,3478,0,1.27,Network
255,37736,63222,0,4.59,Network
117,2487,3478,1,5.26,VoIP
112,2489,3478,1,0.46,VoIP
136,2490,443,1,2.95,VoIP
143,2492,443,1,0.44,VoIP
146,63221,47473,0,6.0,Network
146,47473,63221,0,12.0,VoIP
146,63221,56379,0,1.0,VoIP
146,63221,56486,0,25.0,VoIP
131,35612,63221,0,7.71,VoIP
146,63221,58527,0,6.0,VoIP
146,63221,53639,0,0.0,VoIP
146,63221,54039,0,18.0,VoIP
146,63221,59293,0,1.0,VoIP
135,54243,53,0,1.5,Network
144,2494,443,1,1.88,SocialNetwork
316,50709,53,0,4.5,Network
314,55871,53,0,6.5,Network
429,2496,443,1,2.65,SoftwareUpdate
192,51861,53,0,2.5,Network
120,50768,53,0,0.5,Network
99,64130,53,0,1.0,Network
99,59097,53,0,0.0,Network
92,137,137,0,3.33,System
64,60306,5355,0,0.5,Network
64,55794,5355,0,0.5,Network
505,2497,13000,1,1.69,Web
192,55795,53,0,1.0,Network
120,55796,53,0,0.5,Network
731,2498,80,1,1.71,Download
527,2499,13000,1,1.46,Web
528,2500,13000,1,1.29,Web
64,57359,5355,0,0.5,Network
64,64538,5355,0,1.0,Network
92,137,49305,0,14.0,System
64,61790,5355,0,0.5,Network
64,52997,5355,0,0.5,Network
569,56404,443,1,6.54,Web
129,64405,53,0,0.0,Network
129,64405,53,0,0.0,Network
129,64405,53,0,4.5,Network
129,4555,53,0,42.5,Network
118,45125,443,1,5.6,SocialNetwork
129,11621,53,0,0.5,Network
129,56221,53,0,33.5,Network
137,52434,53,0,1151.5,Network
94,44638,3478,1,4.71,VoIP
96,53987,443,1,3.08,VoIP
96,55353,3478,1,0.08,VoIP
96,56446,443,1,1.31,VoIP
120,63859,53,0,0.0,Network
96,47746,3478,1,1.31,VoIP
96,40890,443,1,1.69,VoIP
96,59969,3478,1,2.0,VoIP
96,60914,443,1,0.08,VoIP
96,47020,3478,1,1.38,VoIP
96,50808,443,1,0.38,VoIP
96,37774,3478,1,0.54,VoIP
96,33157,443,1,1.0,VoIP
96,57500,3478,1,0.15,VoIP
96,49163,443,1,0.31,VoIP
96,34017,3478,1,0.69,VoIP
96,41390,443,1,0.46,VoIP
96,39868,3478,1,0.92,VoIP
96,40300,443,1,1.0,VoIP
96,43116,3478,1,0.31,VoIP
96,41454,443,1,2.23,VoIP
96,46967,3478,1,1.69,VoIP
96,50658,443,1,2.15,VoIP
96,45934,3478,1,1.15,VoIP
96,60561,443,1,1.08,VoIP
136,38766,50019,0,0.0,VoIP
136,36311,50019,0,11.5,VoIP
129,61592,53,0,21.0,Network
129,42601,53,0,2.0,Network
129,15976,53,0,0.0,Network
136,38571,50019,0,1.0,VoIP
136,55482,50019,0,11.75,VoIP
129,36364,53,0,3.0,Network
129,51710,53,0,1.0,Network
129,49153,53,0,1.0,Network
136,57275,50019,0,0.5,VoIP
129,1743,53,0,0.5,Network
129,28323,53,0,1.0,Network
136,39441,50019,0,4.25,VoIP
129,48311,53,0,2.0,Network
129,24857,53,0,4.0,Network
129,4186,53,0,1.5,Network
129,6739,53,0,3.0,Network
129,50640,53,0,0.0,Network
136,45656,50019,0,0.75,VoIP
129,40346,53,0,1.0,Network
136,38112,50019,0,0.75,VoIP
129,50065,53,0,1.5,Network
129,17247,53,0,1.0,Network
129,11565,53,0,2.5,Network
129,56977,53,0,2.5,Network
129,2916,53,0,3.5,Network
136,57312,50019,0,1.25,VoIP
129,16593,53,0,0.5,Network
136,42829,50019,0,0.5,VoIP
129,53148,53,0,3.5,Network
129,64541,53,0,0.5,Network
129,41686,53,0,0.0,Network
129,30181,53,0,1.0,Network
129,15520,53,0,1.0,Network
129,10494,53,0,2.5,Network
129,6523,53,0,1.5,Network
136,34904,50019,0,3.0,VoIP
136,49204,50019,0,3.25,VoIP
129,39764,53,0,0.0,Network
72,38766,3478,0,0.0,VoIP
72,36311,3478,0,1.0,Network
72,38571,3478,0,1.0,Network
72,55482,3478,0,1.0,Network
72,57275,3478,0,2.5,Network
72,39441,3478,0,1.5,Network
72,45656,3478,0,7.0,Network
72,38112,3478,0,1.0,Network
72,57312,3478,0,9.5,Network
72,42829,3478,0,10.5,Network
137,31242,53,0,2.0,Network
72,34904,3478,0,11.0,Network
72,49204,3478,0,19.5,Network
237,138,138,0,215.78,System
129,21440,53,0,1087.5,Network
135,24408,53,0,1316.0,Network
135,19658,53,0,0.0,Network
127,56833,443,1,53.07,SocialNetwork
131,38766,50768,0,7.64,VoIP
231,57275,50769,0,5.43,Network
129,43793,53,0,4.0,Network
136,1900,1900,0,6.94,System
66,37692,5228,1,5.25,Web
129,16327,53,0,8.0,Network
129,16327,53,0,3.0,Network
129,16327,53,0,0.5,Network
96,45123,443,1,3.0,Web
96,45124,443,1,2.83,Web
92,137,137,0,6.33,System
104,137,137,0,0.33,System
264,41222,53,0,0.0,Network
123,44358,53,0,1.0,Network
349,44509,443,1,2.47,VoIP
137,42843,53,0,9.5,Network
137,42843,53,0,0.5,Network
137,42843,53,0,0.5,Network
137,23012,53,0,2.5,Network
129,27724,53,0,1.5,Network
296,9651,53,0,13.5,Network
296,19169,53,0,0.0,Network
1072,50800,443,1,1.65,SocialNetwork
129,43451,53,0,0.0,Network
129,43451,53,0,0.0,Network
129,43451,53,0,1.0,Network
129,64887,53,0,0.0,Network
129,64887,53,0,0.0,Network
129,64887,53,0,6.0,Network
129,36647,53,0,0.0,Network
137,33292,53,0,4.0,Network
137,33292,53,0,0.0,Network
137,33292,53,0,0.5,Network
137,60681,53,0,3.0,Network
129,44211,53,0,5.5,Network
129,44211,53,0,0.5,Network
129,44211,53,0,4.5,Network
129,38843,53,0,3.0,Network
129,3569,53,0,6.0,Network
129,3569,53,0,0.0,Network
129,3569,53,0,0.5,Network
99,65246,53,0,2.0,Network
99,65246,53,0,0.0,Network
99,65246,53,0,0.0,Network
137,10994,53,0,0.0,Network
101,63119,53,0,0.0,Network
99,36947,53,0,0.5,Network
101,22040,53,0,0.0,Network
99,43041,53,0,0.5,Network
101,23996,53,0,0.0,Network
99,6587,53,0,0.5,Network
101,42516,53,0,0.0,Network
99,7820,53,0,2.5,Network
101,7102,53,0,0.0,Network
137,22827,53,0,1.5,Network
247,30004,53,0,6.5,Network
167,30004,53,0,0.5,Network
247,30004,53,0,0.5,Network
